[2021-08-10 14:44:01,512] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 14:44:03,326] - [trainer.py file line:111] - INFO: init epoch: 1	 batch: 5
[2021-08-10 14:44:03,379] - [trainer.py file line:113] - INFO: rec_loss: 0.0011807051
[2021-08-10 14:44:04,062] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 14:44:05,779] - [trainer.py file line:111] - INFO: init epoch: 2	 batch: 5
[2021-08-10 14:44:05,833] - [trainer.py file line:113] - INFO: rec_loss: 0.0014839580
[2021-08-10 14:44:06,502] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 14:44:08,230] - [trainer.py file line:111] - INFO: epoch: 1	 batch: 5
[2021-08-10 14:44:08,284] - [trainer.py file line:113] - INFO: rec_loss: 0.0010239223
[2021-08-10 14:44:08,287] - [trainer.py file line:123] - INFO: per_loss: 0.0066755959
[2021-08-10 14:44:08,289] - [trainer.py file line:131] - INFO: tpl_loss: 0.7556974292
[2021-08-10 14:44:08,322] - [trainer.py file line:136] - INFO: adv_loss: -0.0004103895
[2021-08-10 14:44:09,115] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 14:44:11,253] - [trainer.py file line:111] - INFO: epoch: 2	 batch: 5
[2021-08-10 14:44:11,303] - [trainer.py file line:113] - INFO: rec_loss: 0.0015525096
[2021-08-10 14:44:11,307] - [trainer.py file line:123] - INFO: per_loss: 0.0089112241
[2021-08-10 14:44:11,309] - [trainer.py file line:131] - INFO: tpl_loss: 0.5175350904
[2021-08-10 14:44:11,343] - [trainer.py file line:136] - INFO: adv_loss: 0.0051407102
[2021-08-10 14:44:12,104] - [trainer.py file line:149] - INFO: Epoch 2 evaluation process...
[2021-08-10 14:44:12,828] - [trainer.py file line:178] - INFO: Ref  PSNR (now): 17.527 	 SSIM (now): 0.3160
[2021-08-10 14:44:12,829] - [trainer.py file line:185] - INFO: Ref  PSNR (max): 17.527 (2) 	 SSIM (max): 0.3160 (2)
[2021-08-10 14:44:12,829] - [trainer.py file line:188] - INFO: Evaluation over.
[2021-08-10 14:44:12,830] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 14:44:14,520] - [trainer.py file line:111] - INFO: epoch: 3	 batch: 5
[2021-08-10 14:44:14,573] - [trainer.py file line:113] - INFO: rec_loss: 0.0017429923
[2021-08-10 14:44:14,577] - [trainer.py file line:123] - INFO: per_loss: 0.0096252961
[2021-08-10 14:44:14,579] - [trainer.py file line:131] - INFO: tpl_loss: 0.5235228539
[2021-08-10 14:44:14,612] - [trainer.py file line:136] - INFO: adv_loss: 0.0023650602
[2021-08-10 14:44:15,390] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 14:44:17,085] - [trainer.py file line:111] - INFO: epoch: 4	 batch: 5
[2021-08-10 14:44:17,138] - [trainer.py file line:113] - INFO: rec_loss: 0.0019653395
[2021-08-10 14:44:17,142] - [trainer.py file line:123] - INFO: per_loss: 0.0097744334
[2021-08-10 14:44:17,144] - [trainer.py file line:131] - INFO: tpl_loss: 0.4152108431
[2021-08-10 14:44:17,177] - [trainer.py file line:136] - INFO: adv_loss: 0.0009813946
[2021-08-10 14:44:17,910] - [trainer.py file line:149] - INFO: Epoch 4 evaluation process...
[2021-08-10 14:44:18,686] - [trainer.py file line:178] - INFO: Ref  PSNR (now): 17.211 	 SSIM (now): 0.3128
[2021-08-10 14:44:18,686] - [trainer.py file line:185] - INFO: Ref  PSNR (max): 17.527 (2) 	 SSIM (max): 0.3160 (2)
[2021-08-10 14:44:18,687] - [trainer.py file line:188] - INFO: Evaluation over.
[2021-08-10 14:44:18,691] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 14:44:20,747] - [trainer.py file line:111] - INFO: epoch: 5	 batch: 5
[2021-08-10 14:44:20,801] - [trainer.py file line:113] - INFO: rec_loss: 0.0010790294
[2021-08-10 14:44:20,805] - [trainer.py file line:123] - INFO: per_loss: 0.0052330364
[2021-08-10 14:44:20,806] - [trainer.py file line:131] - INFO: tpl_loss: 0.3007082641
[2021-08-10 14:44:20,839] - [trainer.py file line:136] - INFO: adv_loss: 0.0129685393
[2021-08-10 14:44:21,735] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 14:44:24,102] - [trainer.py file line:111] - INFO: epoch: 6	 batch: 5
[2021-08-10 14:44:24,121] - [trainer.py file line:113] - INFO: rec_loss: 0.0015743439
[2021-08-10 14:44:24,126] - [trainer.py file line:123] - INFO: per_loss: 0.0088463323
[2021-08-10 14:44:24,129] - [trainer.py file line:131] - INFO: tpl_loss: 0.3146546185
[2021-08-10 14:44:24,169] - [trainer.py file line:136] - INFO: adv_loss: -0.0035635573
[2021-08-10 14:44:25,096] - [trainer.py file line:149] - INFO: Epoch 6 evaluation process...
[2021-08-10 14:44:25,841] - [trainer.py file line:178] - INFO: Ref  PSNR (now): 17.566 	 SSIM (now): 0.3196
[2021-08-10 14:44:25,842] - [trainer.py file line:185] - INFO: Ref  PSNR (max): 17.566 (6) 	 SSIM (max): 0.3196 (6)
[2021-08-10 14:44:25,842] - [trainer.py file line:188] - INFO: Evaluation over.
[2021-08-10 14:44:25,843] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 14:44:27,659] - [trainer.py file line:111] - INFO: epoch: 7	 batch: 5
[2021-08-10 14:44:27,713] - [trainer.py file line:113] - INFO: rec_loss: 0.0017170846
[2021-08-10 14:44:27,717] - [trainer.py file line:123] - INFO: per_loss: 0.0079579344
[2021-08-10 14:44:27,718] - [trainer.py file line:131] - INFO: tpl_loss: 0.2829279304
[2021-08-10 14:44:27,771] - [trainer.py file line:136] - INFO: adv_loss: -0.0079680383
[2021-08-10 14:44:28,528] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 14:44:30,350] - [trainer.py file line:111] - INFO: epoch: 8	 batch: 5
[2021-08-10 14:44:30,404] - [trainer.py file line:113] - INFO: rec_loss: 0.0018148284
