[2021-08-13 15:31:05,035] - [trainer.py file line:81] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-13 15:31:06,868] - [trainer.py file line:114] - INFO: init epoch: 1	 batch: 5
[2021-08-13 15:31:06,922] - [trainer.py file line:116] - INFO: rec_loss: 0.1429851055
[2021-08-13 15:31:06,922] - [trainer.py file line:141] - INFO: total_loss: 0.1429851055
[2021-08-13 15:31:07,665] - [trainer.py file line:81] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-13 15:31:09,464] - [trainer.py file line:114] - INFO: init epoch: 2	 batch: 5
[2021-08-13 15:31:09,518] - [trainer.py file line:116] - INFO: rec_loss: 0.1219227538
[2021-08-13 15:31:09,518] - [trainer.py file line:141] - INFO: total_loss: 0.1219227538
[2021-08-13 15:31:10,354] - [trainer.py file line:81] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-13 15:31:12,526] - [trainer.py file line:114] - INFO: epoch: 1	 batch: 5
[2021-08-13 15:31:12,579] - [trainer.py file line:116] - INFO: rec_loss: 0.1007954925
[2021-08-13 15:31:12,583] - [trainer.py file line:126] - INFO: per_loss: 0.0000086288
[2021-08-13 15:31:12,584] - [trainer.py file line:134] - INFO: tpl_loss: 0.0000080502
[2021-08-13 15:31:12,621] - [trainer.py file line:139] - INFO: adv_loss: -0.0000001249
[2021-08-13 15:31:12,621] - [trainer.py file line:141] - INFO: total_loss: 0.1008120403
[2021-08-13 15:31:13,393] - [trainer.py file line:81] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-13 15:31:15,346] - [trainer.py file line:114] - INFO: epoch: 2	 batch: 5
[2021-08-13 15:31:15,398] - [trainer.py file line:116] - INFO: rec_loss: 0.1194124669
[2021-08-13 15:31:15,401] - [trainer.py file line:126] - INFO: per_loss: 0.0000103066
[2021-08-13 15:31:15,402] - [trainer.py file line:134] - INFO: tpl_loss: 0.0000091288
[2021-08-13 15:31:15,436] - [trainer.py file line:139] - INFO: adv_loss: -0.0000003441
[2021-08-13 15:31:15,436] - [trainer.py file line:141] - INFO: total_loss: 0.1194315553
[2021-08-13 15:31:16,198] - [trainer.py file line:155] - INFO: Epoch 2 evaluation process...
[2021-08-13 15:31:17,262] - [trainer.py file line:204] - INFO: val_rec_loss: 0.1323564798
[2021-08-13 15:31:17,263] - [trainer.py file line:205] - INFO: val_per_loss: 0.0000115456
[2021-08-13 15:31:17,264] - [trainer.py file line:206] - INFO: val_tpl_loss: 0.0000100007
[2021-08-13 15:31:17,264] - [trainer.py file line:207] - INFO: val_adv_loss: -0.0000021347
[2021-08-13 15:31:17,265] - [trainer.py file line:208] - INFO: total_val_loss: 0.1323758960
[2021-08-13 15:31:17,266] - [trainer.py file line:260] - INFO: Ref  PSNR (now): 22.511 	 SSIM (now): 0.4292
[2021-08-13 15:31:17,266] - [trainer.py file line:267] - INFO: Ref  PSNR (max): 22.511 (2) 	 SSIM (max): 0.4292 (2)
[2021-08-13 15:31:17,266] - [trainer.py file line:270] - INFO: Evaluation over.
[2021-08-13 15:31:17,271] - [trainer.py file line:81] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-13 15:31:19,325] - [trainer.py file line:114] - INFO: epoch: 3	 batch: 5
[2021-08-13 15:31:19,380] - [trainer.py file line:116] - INFO: rec_loss: 0.0922771543
[2021-08-13 15:31:19,383] - [trainer.py file line:126] - INFO: per_loss: 0.0000093807
[2021-08-13 15:31:19,384] - [trainer.py file line:134] - INFO: tpl_loss: 0.0000075474
[2021-08-13 15:31:19,418] - [trainer.py file line:139] - INFO: adv_loss: 0.0000006948
[2021-08-13 15:31:19,418] - [trainer.py file line:141] - INFO: total_loss: 0.0922947749
[2021-08-13 15:31:20,214] - [trainer.py file line:81] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-13 15:31:22,082] - [trainer.py file line:114] - INFO: epoch: 4	 batch: 5
[2021-08-13 15:31:22,137] - [trainer.py file line:116] - INFO: rec_loss: 0.0970665067
[2021-08-13 15:31:22,140] - [trainer.py file line:126] - INFO: per_loss: 0.0000091669
[2021-08-13 15:31:22,142] - [trainer.py file line:134] - INFO: tpl_loss: 0.0000085612
[2021-08-13 15:31:22,175] - [trainer.py file line:139] - INFO: adv_loss: 0.0000005515
[2021-08-13 15:31:22,175] - [trainer.py file line:141] - INFO: total_loss: 0.0970847830
[2021-08-13 15:31:22,945] - [trainer.py file line:155] - INFO: Epoch 4 evaluation process...
[2021-08-13 15:31:23,833] - [trainer.py file line:204] - INFO: val_rec_loss: 0.1391414702
[2021-08-13 15:31:23,833] - [trainer.py file line:205] - INFO: val_per_loss: 0.0000114246
[2021-08-13 15:31:23,833] - [trainer.py file line:206] - INFO: val_tpl_loss: 0.0000088984
[2021-08-13 15:31:23,833] - [trainer.py file line:207] - INFO: val_adv_loss: 0.0000000644
[2021-08-13 15:31:23,833] - [trainer.py file line:208] - INFO: total_val_loss: 0.1391618550
[2021-08-13 15:31:23,834] - [trainer.py file line:247] - INFO: saving the model...
[2021-08-13 15:31:23,949] - [trainer.py file line:260] - INFO: Ref  PSNR (now): 22.219 	 SSIM (now): 0.4406
[2021-08-13 15:31:23,949] - [trainer.py file line:267] - INFO: Ref  PSNR (max): 22.511 (2) 	 SSIM (max): 0.4406 (4)
