[2021-08-10 10:54:01,312] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 10:54:03,531] - [trainer.py file line:111] - INFO: init epoch: 1	 batch: 5
[2021-08-10 10:54:03,584] - [trainer.py file line:113] - INFO: rec_loss: 0.0127122644
[2021-08-10 10:54:04,422] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 10:54:06,480] - [trainer.py file line:111] - INFO: init epoch: 2	 batch: 5
[2021-08-10 10:54:06,533] - [trainer.py file line:113] - INFO: rec_loss: 0.0093269311
[2021-08-10 10:54:07,216] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 10:54:09,512] - [trainer.py file line:111] - INFO: epoch: 1	 batch: 5
[2021-08-10 10:54:09,528] - [trainer.py file line:113] - INFO: rec_loss: 0.0130457310
[2021-08-10 10:54:09,543] - [trainer.py file line:123] - INFO: per_loss: 0.5720444322
[2021-08-10 10:54:09,549] - [trainer.py file line:131] - INFO: tpl_loss: 0.0110793002
[2021-08-10 10:54:09,610] - [trainer.py file line:136] - INFO: adv_loss: 0.0000012367
[2021-08-10 10:54:10,607] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 10:54:12,811] - [trainer.py file line:111] - INFO: epoch: 2	 batch: 5
[2021-08-10 10:54:12,862] - [trainer.py file line:113] - INFO: rec_loss: 0.0123363798
[2021-08-10 10:54:12,866] - [trainer.py file line:123] - INFO: per_loss: 0.4799978137
[2021-08-10 10:54:12,867] - [trainer.py file line:131] - INFO: tpl_loss: 0.0104013421
[2021-08-10 10:54:12,901] - [trainer.py file line:136] - INFO: adv_loss: 0.0000274725
[2021-08-10 10:54:13,676] - [trainer.py file line:149] - INFO: Epoch 2 evaluation process...
[2021-08-10 10:54:14,467] - [trainer.py file line:178] - INFO: Ref  PSNR (now): 19.131 	 SSIM (now): 0.3866
[2021-08-10 10:54:14,467] - [trainer.py file line:185] - INFO: Ref  PSNR (max): 19.131 (2) 	 SSIM (max): 0.3866 (2)
[2021-08-10 10:54:14,467] - [trainer.py file line:188] - INFO: Evaluation over.
[2021-08-10 10:54:14,469] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 10:54:16,530] - [trainer.py file line:111] - INFO: epoch: 3	 batch: 5
[2021-08-10 10:54:16,584] - [trainer.py file line:113] - INFO: rec_loss: 0.0153473113
[2021-08-10 10:54:16,587] - [trainer.py file line:123] - INFO: per_loss: 0.7771344185
[2021-08-10 10:54:16,589] - [trainer.py file line:131] - INFO: tpl_loss: 0.0113542723
[2021-08-10 10:54:16,622] - [trainer.py file line:136] - INFO: adv_loss: 0.0001177977
[2021-08-10 10:54:17,403] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 10:54:19,577] - [trainer.py file line:111] - INFO: epoch: 4	 batch: 5
