[2021-08-10 11:02:22,960] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 11:02:24,679] - [trainer.py file line:111] - INFO: init epoch: 1	 batch: 5
[2021-08-10 11:02:24,733] - [trainer.py file line:113] - INFO: rec_loss: 0.0142087936
[2021-08-10 11:02:25,399] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 11:02:27,454] - [trainer.py file line:111] - INFO: init epoch: 2	 batch: 5
[2021-08-10 11:02:27,477] - [trainer.py file line:113] - INFO: rec_loss: 0.0097330743
[2021-08-10 11:02:28,289] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 11:02:30,430] - [trainer.py file line:111] - INFO: epoch: 1	 batch: 5
[2021-08-10 11:02:30,485] - [trainer.py file line:113] - INFO: rec_loss: 0.0168785583
[2021-08-10 11:02:30,490] - [trainer.py file line:123] - INFO: per_loss: 1.0126496553
[2021-08-10 11:02:30,492] - [trainer.py file line:131] - INFO: tpl_loss: 0.0115058357
[2021-08-10 11:02:30,552] - [trainer.py file line:136] - INFO: adv_loss: -0.0000203570
[2021-08-10 11:02:31,434] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 11:02:33,674] - [trainer.py file line:111] - INFO: epoch: 2	 batch: 5
[2021-08-10 11:02:33,728] - [trainer.py file line:113] - INFO: rec_loss: 0.0153778242
[2021-08-10 11:02:33,734] - [trainer.py file line:123] - INFO: per_loss: 0.7164057493
[2021-08-10 11:02:33,736] - [trainer.py file line:131] - INFO: tpl_loss: 0.0112279542
[2021-08-10 11:02:33,797] - [trainer.py file line:136] - INFO: adv_loss: 0.0000024398
[2021-08-10 11:02:34,670] - [trainer.py file line:149] - INFO: Epoch 2 evaluation process...
[2021-08-10 11:02:35,283] - [trainer.py file line:178] - INFO: Ref  PSNR (now): 17.939 	 SSIM (now): 0.3679
[2021-08-10 11:02:35,283] - [trainer.py file line:185] - INFO: Ref  PSNR (max): 17.939 (2) 	 SSIM (max): 0.3679 (2)
[2021-08-10 11:02:35,283] - [trainer.py file line:188] - INFO: Evaluation over.
[2021-08-10 11:02:35,284] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 11:02:37,024] - [trainer.py file line:111] - INFO: epoch: 3	 batch: 5
[2021-08-10 11:02:37,078] - [trainer.py file line:113] - INFO: rec_loss: 0.0155828539
[2021-08-10 11:02:37,082] - [trainer.py file line:123] - INFO: per_loss: 0.5889362097
[2021-08-10 11:02:37,083] - [trainer.py file line:131] - INFO: tpl_loss: 0.0102655347
[2021-08-10 11:02:37,117] - [trainer.py file line:136] - INFO: adv_loss: 0.0000383590
[2021-08-10 11:02:37,880] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 11:02:39,878] - [trainer.py file line:111] - INFO: epoch: 4	 batch: 5
[2021-08-10 11:02:39,933] - [trainer.py file line:113] - INFO: rec_loss: 0.0131884431
[2021-08-10 11:02:39,937] - [trainer.py file line:123] - INFO: per_loss: 0.5433573127
[2021-08-10 11:02:39,938] - [trainer.py file line:131] - INFO: tpl_loss: 0.0107189389
[2021-08-10 11:02:40,001] - [trainer.py file line:136] - INFO: adv_loss: 0.0000312438
[2021-08-10 11:02:40,863] - [trainer.py file line:149] - INFO: Epoch 4 evaluation process...
[2021-08-10 11:02:41,507] - [trainer.py file line:178] - INFO: Ref  PSNR (now): 19.583 	 SSIM (now): 0.3939
[2021-08-10 11:02:41,507] - [trainer.py file line:185] - INFO: Ref  PSNR (max): 19.583 (4) 	 SSIM (max): 0.3939 (4)
[2021-08-10 11:02:41,508] - [trainer.py file line:188] - INFO: Evaluation over.
[2021-08-10 11:02:41,509] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 11:02:43,805] - [trainer.py file line:111] - INFO: epoch: 5	 batch: 5
[2021-08-10 11:02:43,858] - [trainer.py file line:113] - INFO: rec_loss: 0.0148646776
[2021-08-10 11:02:43,861] - [trainer.py file line:123] - INFO: per_loss: 0.7482025027
[2021-08-10 11:02:43,863] - [trainer.py file line:131] - INFO: tpl_loss: 0.0099885529
[2021-08-10 11:02:43,924] - [trainer.py file line:136] - INFO: adv_loss: 0.0001249861
[2021-08-10 11:02:44,847] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 11:02:46,940] - [trainer.py file line:111] - INFO: epoch: 6	 batch: 5
