[2021-08-09 09:18:18,619] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-09 09:18:19,489] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-09 09:18:20,329] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-09 09:18:21,182] - [trainer.py file line:151] - INFO: Epoch 1 evaluation process...
[2021-08-09 09:18:22,320] - [trainer.py file line:181] - INFO: Ref  PSNR (now): 17.303 	 SSIM (now): 0.3197
[2021-08-09 09:18:22,320] - [trainer.py file line:188] - INFO: Ref  PSNR (max): 17.303 (1) 	 SSIM (max): 0.3197 (1)
[2021-08-09 09:18:22,320] - [trainer.py file line:191] - INFO: Evaluation over.
[2021-08-09 09:18:22,322] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-09 09:18:23,185] - [trainer.py file line:151] - INFO: Epoch 2 evaluation process...
[2021-08-09 09:18:24,280] - [trainer.py file line:181] - INFO: Ref  PSNR (now): 17.291 	 SSIM (now): 0.3197
[2021-08-09 09:18:24,280] - [trainer.py file line:188] - INFO: Ref  PSNR (max): 17.303 (1) 	 SSIM (max): 0.3197 (2)
[2021-08-09 09:18:24,280] - [trainer.py file line:191] - INFO: Evaluation over.
[2021-08-09 09:18:24,282] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-09 09:18:25,169] - [trainer.py file line:151] - INFO: Epoch 3 evaluation process...
[2021-08-09 09:18:26,273] - [trainer.py file line:181] - INFO: Ref  PSNR (now): 17.283 	 SSIM (now): 0.3197
[2021-08-09 09:18:26,273] - [trainer.py file line:188] - INFO: Ref  PSNR (max): 17.303 (1) 	 SSIM (max): 0.3197 (2)
[2021-08-09 09:18:26,274] - [trainer.py file line:191] - INFO: Evaluation over.
[2021-08-09 09:18:26,275] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-09 09:18:27,117] - [trainer.py file line:151] - INFO: Epoch 4 evaluation process...
[2021-08-09 09:18:28,221] - [trainer.py file line:181] - INFO: Ref  PSNR (now): 17.288 	 SSIM (now): 0.3196
[2021-08-09 09:18:28,221] - [trainer.py file line:188] - INFO: Ref  PSNR (max): 17.303 (1) 	 SSIM (max): 0.3197 (2)
[2021-08-09 09:18:28,221] - [trainer.py file line:191] - INFO: Evaluation over.
[2021-08-09 09:18:28,223] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-09 09:18:29,076] - [trainer.py file line:143] - INFO: saving the model...
[2021-08-09 09:18:29,207] - [trainer.py file line:151] - INFO: Epoch 5 evaluation process...
[2021-08-09 09:18:30,323] - [trainer.py file line:181] - INFO: Ref  PSNR (now): 17.306 	 SSIM (now): 0.3199
[2021-08-09 09:18:30,323] - [trainer.py file line:188] - INFO: Ref  PSNR (max): 17.306 (5) 	 SSIM (max): 0.3199 (5)
[2021-08-09 09:18:30,323] - [trainer.py file line:191] - INFO: Evaluation over.
[2021-08-09 09:18:30,325] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-09 09:18:31,184] - [trainer.py file line:151] - INFO: Epoch 6 evaluation process...
[2021-08-09 09:18:32,280] - [trainer.py file line:181] - INFO: Ref  PSNR (now): 17.285 	 SSIM (now): 0.3197
[2021-08-09 09:18:32,281] - [trainer.py file line:188] - INFO: Ref  PSNR (max): 17.306 (5) 	 SSIM (max): 0.3199 (5)
[2021-08-09 09:18:32,281] - [trainer.py file line:191] - INFO: Evaluation over.
[2021-08-09 09:18:32,283] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-09 09:18:33,160] - [trainer.py file line:151] - INFO: Epoch 7 evaluation process...
[2021-08-09 09:18:34,267] - [trainer.py file line:181] - INFO: Ref  PSNR (now): 17.297 	 SSIM (now): 0.3197
[2021-08-09 09:18:34,267] - [trainer.py file line:188] - INFO: Ref  PSNR (max): 17.306 (5) 	 SSIM (max): 0.3199 (5)
[2021-08-09 09:18:34,267] - [trainer.py file line:191] - INFO: Evaluation over.
[2021-08-09 09:18:34,269] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-09 09:18:35,200] - [trainer.py file line:151] - INFO: Epoch 8 evaluation process...
[2021-08-09 09:18:36,309] - [trainer.py file line:181] - INFO: Ref  PSNR (now): 17.291 	 SSIM (now): 0.3197
[2021-08-09 09:18:36,309] - [trainer.py file line:188] - INFO: Ref  PSNR (max): 17.306 (5) 	 SSIM (max): 0.3199 (5)
[2021-08-09 09:18:36,309] - [trainer.py file line:191] - INFO: Evaluation over.
[2021-08-09 09:18:36,311] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-09 09:18:37,182] - [trainer.py file line:151] - INFO: Epoch 9 evaluation process...
[2021-08-09 09:18:38,281] - [trainer.py file line:181] - INFO: Ref  PSNR (now): 17.294 	 SSIM (now): 0.3197
[2021-08-09 09:18:38,281] - [trainer.py file line:188] - INFO: Ref  PSNR (max): 17.306 (5) 	 SSIM (max): 0.3199 (5)
[2021-08-09 09:18:38,281] - [trainer.py file line:191] - INFO: Evaluation over.
[2021-08-09 09:18:38,283] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-09 09:18:39,146] - [trainer.py file line:143] - INFO: saving the model...
[2021-08-09 09:18:39,359] - [trainer.py file line:151] - INFO: Epoch 10 evaluation process...
[2021-08-09 09:18:40,468] - [trainer.py file line:181] - INFO: Ref  PSNR (now): 17.300 	 SSIM (now): 0.3201
[2021-08-09 09:18:40,468] - [trainer.py file line:188] - INFO: Ref  PSNR (max): 17.306 (5) 	 SSIM (max): 0.3201 (10)
[2021-08-09 09:18:40,468] - [trainer.py file line:191] - INFO: Evaluation over.
