[2021-08-10 10:34:57,556] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 10:35:00,073] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 10:35:02,609] - [trainer.py file line:152] - INFO: Epoch 2 evaluation process...
[2021-08-10 10:35:03,648] - [trainer.py file line:181] - INFO: Ref  PSNR (now): 7.359 	 SSIM (now): 0.7304
[2021-08-10 10:35:03,649] - [trainer.py file line:188] - INFO: Ref  PSNR (max): 7.359 (2) 	 SSIM (max): 0.7304 (2)
[2021-08-10 10:35:03,650] - [trainer.py file line:191] - INFO: Evaluation over.
[2021-08-10 10:35:03,654] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 10:35:06,064] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 10:35:08,192] - [trainer.py file line:152] - INFO: Epoch 4 evaluation process...
[2021-08-10 10:35:08,907] - [trainer.py file line:181] - INFO: Ref  PSNR (now): 7.317 	 SSIM (now): 0.7467
[2021-08-10 10:35:08,908] - [trainer.py file line:188] - INFO: Ref  PSNR (max): 7.359 (2) 	 SSIM (max): 0.7467 (4)
[2021-08-10 10:35:08,908] - [trainer.py file line:191] - INFO: Evaluation over.
[2021-08-10 10:35:08,909] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 10:35:11,144] - [trainer.py file line:144] - INFO: saving the model...
[2021-08-10 10:35:11,278] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 10:35:13,512] - [trainer.py file line:152] - INFO: Epoch 6 evaluation process...
[2021-08-10 10:35:14,209] - [trainer.py file line:181] - INFO: Ref  PSNR (now): 7.416 	 SSIM (now): 0.7145
[2021-08-10 10:35:14,209] - [trainer.py file line:188] - INFO: Ref  PSNR (max): 7.416 (6) 	 SSIM (max): 0.7467 (4)
[2021-08-10 10:35:14,209] - [trainer.py file line:191] - INFO: Evaluation over.
[2021-08-10 10:35:14,210] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
