[2021-08-10 12:11:07,769] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 12:11:09,920] - [trainer.py file line:111] - INFO: init epoch: 1	 batch: 5
[2021-08-10 12:11:09,972] - [trainer.py file line:113] - INFO: rec_loss: 0.2198187113
[2021-08-10 12:11:10,828] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 12:11:13,099] - [trainer.py file line:111] - INFO: init epoch: 2	 batch: 5
[2021-08-10 12:11:13,106] - [trainer.py file line:113] - INFO: rec_loss: 0.1077873707
[2021-08-10 12:11:13,880] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 12:11:16,046] - [trainer.py file line:111] - INFO: epoch: 1	 batch: 5
[2021-08-10 12:11:16,100] - [trainer.py file line:113] - INFO: rec_loss: 0.1088888273
[2021-08-10 12:11:16,104] - [trainer.py file line:123] - INFO: per_loss: 0.0769009069
[2021-08-10 12:11:16,105] - [trainer.py file line:131] - INFO: tpl_loss: 0.0104519129
[2021-08-10 12:11:16,138] - [trainer.py file line:136] - INFO: adv_loss: -0.0044396129
[2021-08-10 12:11:16,900] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 12:11:18,950] - [trainer.py file line:111] - INFO: epoch: 2	 batch: 5
[2021-08-10 12:11:19,005] - [trainer.py file line:113] - INFO: rec_loss: 0.0883212984
[2021-08-10 12:11:19,009] - [trainer.py file line:123] - INFO: per_loss: 0.0515618920
[2021-08-10 12:11:19,011] - [trainer.py file line:131] - INFO: tpl_loss: 0.0097993650
[2021-08-10 12:11:19,045] - [trainer.py file line:136] - INFO: adv_loss: 0.0131266713
[2021-08-10 12:11:19,793] - [trainer.py file line:149] - INFO: Epoch 2 evaluation process...
[2021-08-10 12:11:20,906] - [trainer.py file line:178] - INFO: Ref  PSNR (now): 22.502 	 SSIM (now): 0.4296
[2021-08-10 12:11:20,907] - [trainer.py file line:185] - INFO: Ref  PSNR (max): 22.502 (2) 	 SSIM (max): 0.4296 (2)
[2021-08-10 12:11:20,907] - [trainer.py file line:188] - INFO: Evaluation over.
[2021-08-10 12:11:20,910] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 12:11:23,079] - [trainer.py file line:111] - INFO: epoch: 3	 batch: 5
[2021-08-10 12:11:23,134] - [trainer.py file line:113] - INFO: rec_loss: 0.1118958816
[2021-08-10 12:11:23,138] - [trainer.py file line:123] - INFO: per_loss: 0.0891119167
[2021-08-10 12:11:23,139] - [trainer.py file line:131] - INFO: tpl_loss: 0.0105589349
[2021-08-10 12:11:23,172] - [trainer.py file line:136] - INFO: adv_loss: 0.0005879951
[2021-08-10 12:11:24,095] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 12:11:26,239] - [trainer.py file line:111] - INFO: epoch: 4	 batch: 5
[2021-08-10 12:11:26,254] - [trainer.py file line:113] - INFO: rec_loss: 0.0943549722
[2021-08-10 12:11:26,260] - [trainer.py file line:123] - INFO: per_loss: 0.0598260351
[2021-08-10 12:11:26,264] - [trainer.py file line:131] - INFO: tpl_loss: 0.0099681132
[2021-08-10 12:11:26,315] - [trainer.py file line:136] - INFO: adv_loss: -0.0140146567
[2021-08-10 12:11:27,235] - [trainer.py file line:149] - INFO: Epoch 4 evaluation process...
[2021-08-10 12:11:28,395] - [trainer.py file line:178] - INFO: Ref  PSNR (now): 23.087 	 SSIM (now): 0.4308
[2021-08-10 12:11:28,397] - [trainer.py file line:185] - INFO: Ref  PSNR (max): 23.087 (4) 	 SSIM (max): 0.4308 (4)
[2021-08-10 12:11:28,398] - [trainer.py file line:188] - INFO: Evaluation over.
[2021-08-10 12:11:28,402] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 12:11:30,899] - [trainer.py file line:111] - INFO: epoch: 5	 batch: 5
[2021-08-10 12:11:30,921] - [trainer.py file line:113] - INFO: rec_loss: 0.1102497205
[2021-08-10 12:11:30,930] - [trainer.py file line:123] - INFO: per_loss: 0.0839809701
[2021-08-10 12:11:30,934] - [trainer.py file line:131] - INFO: tpl_loss: 0.0101636276
[2021-08-10 12:11:30,981] - [trainer.py file line:136] - INFO: adv_loss: 0.0072949873
[2021-08-10 12:11:31,921] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
[2021-08-10 12:11:34,244] - [trainer.py file line:111] - INFO: epoch: 6	 batch: 5
[2021-08-10 12:11:34,259] - [trainer.py file line:113] - INFO: rec_loss: 0.1021258980
[2021-08-10 12:11:34,271] - [trainer.py file line:123] - INFO: per_loss: 0.0633751377
[2021-08-10 12:11:34,277] - [trainer.py file line:131] - INFO: tpl_loss: 0.0099706091
[2021-08-10 12:11:34,335] - [trainer.py file line:136] - INFO: adv_loss: 0.0212966800
[2021-08-10 12:11:35,366] - [trainer.py file line:149] - INFO: Epoch 6 evaluation process...
[2021-08-10 12:11:36,361] - [trainer.py file line:178] - INFO: Ref  PSNR (now): 22.553 	 SSIM (now): 0.4381
[2021-08-10 12:11:36,362] - [trainer.py file line:185] - INFO: Ref  PSNR (max): 23.087 (4) 	 SSIM (max): 0.4381 (6)
[2021-08-10 12:11:36,362] - [trainer.py file line:188] - INFO: Evaluation over.
[2021-08-10 12:11:36,363] - [trainer.py file line:70] - INFO: Current epoch learning rate: 1.000000e-04
